Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3345,125.2620,0.0000
6.5903,12.2960,0.0000
-135.6890,-3.8313,0.0000
-6.3470,-3.8413,0.0000
135.9330,-3.8544,0.0000
6.5760,-132.9485,0.0000
