Centre_X,Centre_Y,Diameter_Min
-6.3345,125.2620,24.7171
6.5903,12.2960,24.8040
-135.6890,-3.8313,24.6627
-6.3470,-3.8413,24.9014
135.9330,-3.8544,24.2448
6.5760,-132.9485,24.4216
