RunID,Image_File_Name,Source_Relative_Path,Source_Full_Path,Image_Status,Measure_ID,File_Extension
,D26-08_Bump_DieMat.jpg,D26-08_Bump_DieMat.jpg,C:\Users\169845\Desktop\AOI 장비\x-ray\x-ray 실험결과\D26-08\26um\17\D26-08_Bump_DieMat.jpg,Other,,.jpg
