Centre_X,Centre_Y,Diameter_Stdev
-2.1744,141.4500,0.9940
144.0660,5.0514,2.9160
-15.9241,5.0973,0.4610
-143.9165,-2.6601,0.5420
11.4989,-10.4943,0.4730
2.3203,-139.0610,0.4940
