Centre_X,Centre_Y,Diameter_Avg
-2.1744,141.4500,82.7310
144.0660,5.0514,83.7610
-15.9241,5.0973,82.4000
-143.9165,-2.6601,83.5090
11.4989,-10.4943,82.3390
2.3203,-139.0610,82.4490
