Centre_X,Centre_Y,Diameter_Min
-2.1744,141.4500,80.7662
144.0660,5.0514,79.1804
-15.9241,5.0973,81.0974
-143.9165,-2.6601,82.4315
11.4989,-10.4943,81.0462
2.3203,-139.0610,81.2369
