Centre_X,Centre_Y,Diameter_Max
-2.1744,141.4500,85.2675
144.0660,5.0514,98.9009
-15.9241,5.0973,83.6542
-143.9165,-2.6601,84.8370
11.4989,-10.4943,83.5594
2.3203,-139.0610,83.8255
