Centre_X,Centre_Y,LargestVoidDiameterPercent
-2.1744,141.4500,0.0000
144.0660,5.0514,0.0000
-15.9241,5.0973,0.0000
-143.9165,-2.6601,0.0000
11.4989,-10.4943,0.0000
2.3203,-139.0610,0.0000
