Centre_X,Centre_Y,Roundness_Min
-2.1744,141.4500,96.3494
144.0660,5.0514,90.8354
-15.9241,5.0973,95.7307
-143.9165,-2.6601,95.5634
11.4989,-10.4943,96.0371
2.3203,-139.0610,95.1020
