Centre_X,Centre_Y,LargestVoidPercent
-6.3197,125.2715,0.0000
6.6033,12.3056,0.0000
-135.6755,-3.8193,0.0000
-6.3329,-3.8319,0.0000
135.9470,-3.8482,0.0000
6.5878,-132.9385,0.0000
