Centre_X,Centre_Y,Diameter_Stdev
-6.3197,125.2715,0.5330
6.6033,12.3056,0.5070
-135.6755,-3.8193,0.4910
-6.3329,-3.8319,0.5140
135.9470,-3.8482,0.5000
6.5878,-132.9385,0.5390
