Centre_X,Centre_Y,Diameter_Max
-6.3197,125.2715,21.4557
6.6033,12.3056,21.6183
-135.6755,-3.8193,21.5298
-6.3329,-3.8319,21.3888
135.9470,-3.8482,21.3217
6.5878,-132.9385,21.4334
