Centre_X,Centre_Y,Diameter_Avg
-6.3197,125.2715,19.8470
6.6033,12.3056,20.1050
-135.6755,-3.8193,19.9090
-6.3329,-3.8319,20.0370
135.9470,-3.8482,19.8490
6.5878,-132.9385,19.8770
