Centre_X,Centre_Y,Diameter_Avg
-2.2358,141.8445,71.0090
144.0055,5.4453,73.6660
-15.9860,5.4924,70.7380
-143.9785,-2.2645,71.9230
11.4374,-10.0999,70.5520
2.2590,-138.6650,71.1090
