Centre_X,Centre_Y,LargestVoidPercent
-2.2358,141.8445,0.0000
144.0055,5.4453,0.0000
-15.9860,5.4924,0.0000
-143.9785,-2.2645,0.0000
11.4374,-10.0999,0.0000
2.2590,-138.6650,0.0000
