Centre_X,Centre_Y,Diameter_Stdev
-2.2358,141.8445,1.7020
144.0055,5.4453,8.5930
-15.9860,5.4924,1.4650
-143.9785,-2.2645,1.8750
11.4374,-10.0999,1.4320
2.2590,-138.6650,1.3970
