Centre_X,Centre_Y,LargestVoidArea
-2.2091,141.5450,0.0000
144.0280,5.1406,0.0000
-15.9632,5.1932,0.0000
-143.9565,-2.5594,0.0000
11.4590,-10.4000,0.0000
2.2765,-138.9650,0.0000
