Centre_X,Centre_Y,Diameter_Min
-2.2091,141.5450,69.0857
144.0280,5.1406,68.2069
-15.9632,5.1932,69.3548
-143.9565,-2.5594,69.8761
11.4590,-10.4000,68.8434
2.2765,-138.9650,69.3777
