Centre_X,Centre_Y,Roundness_Min
-6.3223,125.2450,90.4707
6.6044,12.2785,90.8371
-135.6745,-3.8512,90.0462
-6.3316,-3.8587,89.3745
135.9480,-3.8689,89.4662
6.5937,-132.9660,86.9191
