Centre_X,Centre_Y,LargestVoidArea
-6.3223,125.2450,0.0000
6.6044,12.2785,0.0000
-135.6745,-3.8512,0.0000
-6.3316,-3.8587,4.2507
135.9480,-3.8689,8.5013
6.5937,-132.9660,0.0000
