Centre_X,Centre_Y,Diameter_Max
-6.3223,125.2450,24.1502
6.6044,12.2785,26.9890
-135.6745,-3.8512,25.0687
-6.3316,-3.8587,25.0306
135.9480,-3.8689,24.1172
6.5937,-132.9660,25.6958
