Centre_X,Centre_Y,Diameter_Min
-6.3223,125.2450,22.7799
6.6044,12.2785,22.9609
-135.6745,-3.8512,22.8358
-6.3316,-3.8587,22.9955
135.9480,-3.8689,22.8009
6.5937,-132.9660,22.7799
