Centre_X,Centre_Y,Diameter_Avg
-6.3223,125.2450,23.4490
6.6044,12.2785,23.6090
-135.6745,-3.8512,23.4960
-6.3316,-3.8587,23.7680
135.9480,-3.8689,23.6610
6.5937,-132.9660,23.6380
