Centre_X,Centre_Y,Roundness_Min
-6.3274,125.2450,90.2835
6.6024,12.2792,91.7505
-135.6765,-3.8541,91.3357
-6.3334,-3.8584,91.4543
135.9460,-3.8652,90.4928
6.5948,-132.9655,89.8309
