Centre_X,Centre_Y,VoidNumberTotal
-6.3274,125.2450,0.0000
6.6024,12.2792,0.0000
-135.6765,-3.8541,0.0000
-6.3334,-3.8584,0.0000
135.9460,-3.8652,0.0000
6.5948,-132.9655,0.0000
