Centre_X,Centre_Y,Diameter_Max
-6.3274,125.2450,26.3624
6.6024,12.2792,26.4468
-135.6765,-3.8541,26.3080
-6.3334,-3.8584,26.5909
135.9460,-3.8652,26.4167
6.5948,-132.9655,26.4589
