Centre_X,Centre_Y,Diameter_Avg
-6.3274,125.2450,25.5930
6.6024,12.2792,25.7640
-135.6765,-3.8541,25.5700
-6.3334,-3.8584,25.7010
135.9460,-3.8652,25.6770
6.5948,-132.9655,25.8060
