Centre_X,Centre_Y,Diameter_Stdev
-6.3274,125.2450,0.1360
6.6024,12.2792,0.1320
-135.6765,-3.8541,0.1250
-6.3334,-3.8584,0.1480
135.9460,-3.8652,0.1440
6.5948,-132.9655,0.1470
