Centre_X,Centre_Y,Diameter_Min
-6.3220,125.2715,24.8391
6.6011,12.3048,16.4694
-135.6780,-3.8197,24.9222
-6.3356,-3.8328,25.0624
135.9445,-3.8491,24.9860
6.5858,-132.9395,25.0560
