Centre_X,Centre_Y,Roundness_Min
-6.3220,125.2715,92.2589
6.6011,12.3048,69.1661
-135.6780,-3.8197,91.3944
-6.3356,-3.8328,91.4452
135.9445,-3.8491,91.8131
6.5858,-132.9395,91.7318
