Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3220,125.2715,0.0000
6.6011,12.3048,0.0000
-135.6780,-3.8197,0.0000
-6.3356,-3.8328,0.0000
135.9445,-3.8491,0.0000
6.5858,-132.9395,0.0000
