Centre_X,Centre_Y,Roundness_Min
-6.4105,125.2245,56.7769
-6.4164,12.2597,90.1056
-135.7585,12.2659,91.2455
6.5172,-3.8794,52.2338
135.8645,-3.8902,44.2733
6.5113,-132.9860,91.0056
