Centre_X,Centre_Y,Diameter_Max
-6.4083,125.2220,25.2802
-6.4161,12.2568,25.1286
-135.7585,12.2653,25.1793
6.5179,-3.8822,25.4308
135.8655,-3.8956,36.4917
6.5092,-132.9905,25.2550
