Centre_X,Centre_Y,Roundness_Min
-6.4083,125.2220,52.3618
-6.4161,12.2568,64.2748
-135.7585,12.2653,89.8650
6.5179,-3.8822,89.8770
135.8655,-3.8956,37.0654
6.5092,-132.9905,88.8701
