BumpId,VoidId,Bump_X,Bump_Y,X(um),Y(um),Diam_X,Diam_Y,Diameter(%),Area(um2),Area(%)
287,1,5.4724,13.7358,0.0041,-0.0020,2.7439,2.7439,11.3228,5.9134,1.2821
296,1,6.3144,13.6899,0.0004,-0.0004,3.8106,3.8106,16.4978,11.4044,2.7218
297,1,7.2041,13.6932,0.0016,0.0006,3.2796,3.2796,13.5831,8.4476,1.8450
298,1,7.2524,13.6939,-0.0015,-0.0025,2.5404,2.5404,10.7728,5.0686,1.1605
299,1,7.4643,13.6942,-0.0009,0.0030,2.5404,2.5404,10.7314,5.0686,1.1516
337,1,5.6361,13.6753,-0.0015,0.0053,2.0742,2.0742,8.6427,3.3791,0.7470
338,1,5.8349,13.6764,0.0009,-0.0030,4.5797,4.5797,20.0308,16.4729,4.0123
367,1,5.6359,13.5974,0.0017,0.0030,5.2882,5.2882,21.7029,21.9641,4.7102
369,1,6.8338,13.6017,-0.0021,0.0004,4.9738,4.9738,22.2401,19.4296,4.9462
374,1,7.7227,13.5993,-0.0012,-0.0017,3.6667,3.6667,15.2075,10.5597,2.3127
375,1,7.7767,13.5998,0.0011,0.0013,2.7439,2.7439,11.3540,5.9134,1.2891
380,1,6.5235,13.5940,0.0011,-0.0005,1.6398,1.6398,6.5995,2.1119,0.4355
435,1,5.4730,13.5645,-0.0009,-0.0002,2.9334,2.9334,12.7645,6.7581,1.6293
442,1,6.8338,13.5346,0.0021,-0.0002,2.6441,2.6441,11.8422,5.4910,1.4024
442,2,6.8338,13.5346,-0.0011,-0.0031,2.0742,2.0742,9.2898,3.3791,0.8630
469,1,6.8338,13.4570,-0.0012,-0.0039,1.6398,1.6398,6.9639,2.1119,0.4850
497,1,5.4736,13.4106,0.0004,0.0022,2.0742,2.0742,9.0582,3.3791,0.8205
501,1,6.5098,13.4085,-0.0011,-0.0016,6.6001,6.6001,27.6825,34.2132,7.6632
502,1,6.5912,13.4091,-0.0004,0.0013,7.5146,7.5146,30.5234,44.3505,9.3168
503,1,6.6391,13.4093,-0.0007,-0.0006,7.0340,7.0340,29.6146,38.8594,8.7702
504,1,7.6611,13.4133,0.0000,0.0009,4.9738,4.9738,21.1535,19.4297,4.4747
505,1,7.7088,13.4132,0.0019,0.0000,2.0742,2.0742,8.5126,3.3791,0.7246
506,1,7.7906,13.4135,0.0000,-0.0033,3.1966,3.1966,13.3946,8.0253,1.7942
535,1,5.6368,13.3812,-0.0035,-0.0003,2.7439,2.7439,12.2365,5.9134,1.4973
537,1,6.8334,13.3842,0.0024,0.0011,3.4397,3.4397,14.7151,9.2924,2.1653
538,1,7.0337,13.3849,0.0023,0.0022,4.1484,4.1484,17.9244,13.5163,3.2128
548,1,6.3560,13.3623,-0.0002,0.0017,6.9572,6.9572,30.3201,38.0148,9.1931
549,1,7.1642,13.3658,-0.0012,0.0010,4.2127,4.2127,18.2206,13.9386,3.3199
550,1,7.5549,13.3669,0.0007,0.0011,4.4001,4.4001,19.0693,15.2059,3.6364
575,1,6.6361,13.3345,-0.0003,0.0024,1.6398,1.6398,7.2510,2.1119,0.5258
591,1,5.6361,13.3026,0.0028,-0.0009,4.2128,4.2128,17.6443,13.9387,3.1132
592,1,5.8361,13.3035,-0.0002,-0.0009,6.3085,6.3085,26.5981,31.2565,7.0746
593,1,6.8344,13.3066,0.0015,-0.0008,4.9738,4.9738,21.1022,19.4296,4.4530
594,1,7.0340,13.3077,-0.0025,0.0019,4.5207,4.5207,19.4354,16.0507,3.7773
594,2,7.0340,13.3077,0.0012,-0.0034,4.2127,4.2127,18.1116,13.9386,3.2803
596,1,7.2706,13.3010,-0.0011,0.0034,5.7744,5.7744,24.5584,26.1880,6.0312
597,1,7.3182,13.3022,-0.0010,0.0005,2.5404,2.5404,10.6701,5.0686,1.1385
598,1,7.4002,13.3024,0.0034,-0.0004,4.9738,4.9738,21.2467,19.4297,4.5142
598,2,7.4002,13.3024,-0.0033,-0.0027,3.5170,3.5170,15.0237,9.7149,2.2571
601,1,6.1201,13.2976,0.0000,-0.0007,6.2657,6.2657,26.8313,30.8340,7.1992
602,1,6.2023,13.2975,-0.0005,0.0003,6.2227,6.2227,26.7527,30.4117,7.1571
603,1,6.2502,13.2979,0.0007,-0.0004,6.2657,6.2657,27.6913,30.8341,7.6681
604,1,6.5967,13.2954,0.0011,0.0001,6.9571,6.9571,27.8663,38.0146,7.7653
605,1,6.6756,13.2957,0.0011,0.0049,3.6667,3.6667,15.5568,10.5596,2.4201
605,2,6.6756,13.2957,-0.0037,0.0010,2.3190,2.3190,9.8390,4.2238,0.9681
656,1,5.9670,13.2838,-0.0038,0.0023,5.0276,5.0276,21.9669,19.8520,4.8254
657,1,6.3563,13.2849,0.0011,-0.0015,3.1966,3.1966,13.9596,8.0253,1.9487
658,1,7.1641,13.2876,-0.0010,-0.0016,3.0237,3.0237,13.1641,7.1806,1.7329
659,1,7.5553,13.2892,0.0015,0.0003,6.0473,6.0473,25.2685,28.7222,6.3850
694,1,6.6360,13.2566,0.0007,0.0001,8.2318,8.2318,36.8478,53.2205,13.5776
701,1,6.8215,13.2417,0.0004,-0.0013,6.5181,6.5181,28.1210,33.3684,7.9079
702,1,5.9659,13.2311,-0.0005,0.0005,2.9334,2.9334,12.8168,6.7581,1.6427
703,1,6.0772,13.2321,0.0000,0.0020,3.7393,3.7393,16.5173,10.9820,2.7282
705,1,6.1977,13.2320,0.0002,-0.0042,5.1334,5.1334,22.4410,20.6969,5.0360
706,1,6.2457,13.2331,-0.0028,0.0004,2.0742,2.0742,9.0722,3.3791,0.8230
708,1,6.5363,13.2333,0.0038,0.0000,4.0167,4.0167,15.6684,12.6715,2.4550
709,1,7.1648,13.2369,-0.0004,-0.0008,2.0742,2.0742,8.8648,3.3791,0.7859
711,1,7.3226,13.2363,-0.0008,-0.0035,5.5366,5.5366,23.7327,24.0759,5.6324
714,1,7.5546,13.2372,-0.0018,0.0023,4.8089,4.8089,20.4620,18.1625,4.1869
715,1,7.7731,13.2382,-0.0002,-0.0006,6.3085,6.3085,25.9488,31.2565,6.7334
732,1,5.4242,13.2246,-0.0002,0.0014,2.0742,2.0742,8.9131,3.3791,0.7944
786,1,5.6973,13.2106,0.0022,-0.0007,4.7526,4.7526,20.4734,17.7401,4.1916
787,1,5.8101,13.2117,-0.0002,-0.0028,4.7526,4.7526,20.9493,17.7402,4.3887
788,1,6.8954,13.2147,-0.0009,0.0006,6.4768,6.4768,27.0628,32.9461,7.3240
789,1,7.0073,13.2152,0.0003,0.0009,5.3890,5.3890,23.4023,22.8088,5.4767
798,1,6.4978,13.1942,0.0009,0.0002,5.5366,5.5366,22.5293,24.0759,5.0757
799,1,6.5760,13.1946,-0.0008,0.0002,5.2882,5.2882,20.2508,21.9640,4.1009
800,1,7.7346,13.1988,0.0034,0.0022,1.6398,1.6398,7.1870,2.1119,0.5165
832,1,5.3857,13.1859,0.0012,0.0000,4.5206,4.5206,19.4838,16.0505,3.7962
834,1,5.5116,13.1629,0.0020,-0.0004,5.1855,5.1855,21.4472,21.1193,4.5998
835,1,6.2459,13.1543,0.0004,0.0004,5.7276,5.7276,25.3531,25.7654,6.4278
836,1,7.2754,13.1588,-0.0019,-0.0016,5.5366,5.5366,23.1455,24.0759,5.3571
837,1,7.3236,13.1587,-0.0014,-0.0011,5.5850,5.5850,24.0113,24.4984,5.7654
838,1,7.3968,13.1587,-0.0036,0.0013,2.0742,2.0742,9.2599,3.3791,0.8574
839,1,7.4442,13.1589,0.0023,0.0037,3.3606,3.3606,14.0819,8.8701,1.9830
839,2,7.4442,13.1589,-0.0010,-0.0008,6.0473,6.0473,25.3400,28.7222,6.4212
840,1,7.5551,13.1594,-0.0021,-0.0007,5.7744,5.7744,24.0941,26.1879,5.8053
849,1,6.0768,13.1542,-0.0002,-0.0006,4.4001,4.4001,19.9007,15.2058,3.9604
850,1,6.1246,13.1540,-0.0010,0.0002,2.8402,2.8402,12.2720,6.3358,1.5060
851,1,6.1982,13.1543,0.0007,0.0063,3.5170,3.5170,15.0980,9.7149,2.2795
851,2,6.1982,13.1543,-0.0010,0.0001,6.8008,6.8008,29.1947,36.3251,8.5233
853,1,6.5373,13.1553,-0.0003,0.0025,8.5207,8.5207,32.6421,57.0218,10.6551
854,1,7.1650,13.1582,-0.0001,-0.0016,5.6805,5.6805,24.5440,25.3430,6.0241
926,1,6.6369,13.1341,-0.0006,0.0011,3.9492,3.9492,15.9705,12.2491,2.5506
936,1,5.5510,13.1229,-0.0026,0.0021,3.1966,3.1966,13.6818,8.0253,1.8719
938,1,7.7119,13.0981,0.0014,0.0016,5.2882,5.2882,22.7807,21.9640,5.1896
939,1,6.5974,13.0947,0.0000,0.0004,7.7610,7.7610,29.8498,47.3071,8.9101
940,1,6.6757,13.0950,0.0006,0.0031,4.1484,4.1484,16.2355,13.5163,2.6359
977,1,5.5118,13.0845,0.0032,0.0018,3.5927,3.5927,15.5543,10.1373,2.4194
978,1,5.3861,13.0625,-0.0009,0.0003,3.3606,3.3606,14.0028,8.8701,1.9608
980,1,6.6367,13.0562,-0.0020,0.0024,4.2761,4.2761,16.5856,14.3612,2.7508
980,2,6.6367,13.0562,0.0016,-0.0016,3.2796,3.2796,12.7205,8.4476,1.6181
981,1,7.6739,13.0600,0.0002,-0.0010,5.4879,5.4879,22.8133,23.6536,5.2045
1001,1,6.1367,13.0319,0.0033,-0.0015,5.4879,5.4879,23.0065,23.6535,5.2930
1002,1,6.3368,13.0329,0.0007,-0.0008,7.0340,7.0340,28.1621,38.8594,7.9310
1003,1,6.5375,13.0332,-0.0015,0.0012,5.9124,5.9124,20.6453,27.4549,4.2623
1004,1,7.1724,13.0354,-0.0001,-0.0007,5.8208,5.8208,24.1411,26.6102,5.8279
1005,1,7.3728,13.0358,0.0047,0.0071,2.3190,2.3190,10.3473,4.2239,1.0707
1005,2,7.3728,13.0358,-0.0008,0.0001,5.4386,5.4386,24.2665,23.2311,5.8886
1006,1,7.5733,13.0372,-0.0002,0.0021,4.0167,4.0167,16.9354,12.6716,2.8681
1006,2,7.5733,13.0372,0.0032,-0.0065,2.0742,2.0742,8.7454,3.3791,0.7648
1040,1,5.4256,13.0241,-0.0028,0.0027,4.8089,4.8089,20.1887,18.1626,4.0758
1042,1,5.8985,12.9925,-0.0002,-0.0002,2.8402,2.8402,12.0270,6.3358,1.4465
1043,1,5.9759,12.9923,0.0003,0.0009,6.2226,6.2226,26.6469,30.4116,7.1006
1045,1,6.1758,12.9931,0.0005,0.0034,5.6329,5.6329,22.4945,24.9207,5.0600
1046,1,6.2983,12.9936,0.0013,0.0001,5.7276,5.7276,22.1439,25.7654,4.9035
1047,1,6.3758,12.9938,0.0010,0.0009,7.5503,7.5503,28.4784,44.7729,8.1102
1048,1,6.4983,12.9942,-0.0006,-0.0025,8.8611,8.8611,33.5640,61.6682,11.2654
1049,1,6.5762,12.9943,0.0003,0.0006,9.0115,9.0115,31.0423,63.7801,9.6362
1050,1,7.1337,12.9967,-0.0002,0.0008,6.9957,6.9957,28.2161,38.4369,7.9615
1051,1,7.2113,12.9966,-0.0017,0.0006,6.8008,6.8008,28.6463,36.3251,8.2061
1052,1,7.3333,12.9979,-0.0004,-0.0002,4.8089,4.8089,20.8726,18.1626,4.3567
1053,1,7.4116,12.9979,0.0027,-0.0005,4.5797,4.5797,19.6699,16.4730,3.8690
1054,1,7.5344,12.9981,-0.0025,-0.0006,5.0808,5.0808,21.7357,20.2745,4.7244
1056,1,7.7348,12.9988,0.0028,0.0015,2.9334,2.9334,13.0120,6.7582,1.6931
1056,2,7.7348,12.9988,-0.0032,-0.0015,3.7393,3.7393,16.5871,10.9820,2.7513
1143,1,6.5381,12.9557,-0.0008,0.0000,8.5522,8.5522,30.5835,57.4443,9.3535
1144,1,7.1726,12.9580,-0.0002,-0.0001,8.3935,8.3935,33.3758,55.3324,11.1394
1145,1,7.3729,12.9585,0.0034,-0.0010,4.0831,4.0831,17.4078,13.0940,3.0303
1146,1,7.5736,12.9592,-0.0001,-0.0008,4.0167,4.0167,17.9124,12.6715,3.2085
1147,1,7.7747,12.9602,-0.0024,-0.0008,5.3890,5.3890,23.4858,22.8088,5.5158
1157,1,6.1375,12.9541,0.0012,0.0009,4.9738,4.9738,21.3623,19.4296,4.5635
1158,1,6.3373,12.9547,-0.0021,0.0018,2.8402,2.8402,10.6600,6.3357,1.1364
1158,2,6.3373,12.9547,0.0008,-0.0023,2.0742,2.0742,7.7850,3.3791,0.6061
1193,1,5.3869,12.9478,-0.0019,-0.0035,3.5170,3.5170,15.3354,9.7149,2.3517
1197,1,6.2383,12.9319,-0.0014,0.0000,6.3510,6.3510,24.0285,31.6790,5.7737
1198,1,6.4376,12.9328,0.0002,0.0013,5.4878,5.4878,20.6598,23.6534,4.2683
1199,1,6.6372,12.9339,-0.0012,0.0015,5.3890,5.3890,21.5945,22.8089,4.6632
1199,2,6.6372,12.9339,-0.0065,-0.0038,2.8402,2.8402,11.3813,6.3358,1.2953
1201,1,7.4737,12.9360,0.0043,-0.0019,3.0237,3.0237,12.8285,7.1806,1.6457
1233,1,5.7179,12.9201,0.0006,-0.0018,3.8106,3.8106,16.7705,11.4044,2.8125
1234,1,6.9148,12.9252,0.0014,-0.0014,5.6329,5.6329,21.8660,24.9208,4.7812
1247,1,7.3122,12.8975,0.0012,0.0025,3.0237,3.0237,12.5000,7.1805,1.5625
1247,2,7.3122,12.8975,0.0025,-0.0015,3.1113,3.1113,12.8624,7.6029,1.6544
1248,1,7.4345,12.8980,-0.0002,0.0013,6.5593,6.5593,28.1858,33.7908,7.9444
1249,1,7.5121,12.8983,-0.0011,0.0017,4.9738,4.9738,22.2163,19.4298,4.9356
1250,1,7.6354,12.8984,-0.0017,-0.0003,2.0742,2.0742,9.0259,3.3791,0.8147
1251,1,7.7132,12.8985,0.0031,-0.0004,2.0742,2.0742,8.9803,3.3791,0.8065
1259,1,5.9985,12.8928,-0.0005,0.0001,6.6001,6.6001,28.0566,34.2132,7.8717
1260,1,6.0759,12.8926,0.0012,-0.0010,2.9334,2.9334,12.0880,6.7582,1.4612
1261,1,6.1989,12.8931,0.0013,0.0009,5.7744,5.7744,22.0689,26.1877,4.8704
1262,1,6.2767,12.8937,-0.0027,0.0002,3.5926,3.5926,13.3980,10.1372,1.7951
1262,2,6.2767,12.8937,0.0033,0.0001,4.4001,4.4001,16.4091,15.2058,2.6926
1263,1,6.3985,12.8937,0.0012,-0.0012,8.1662,8.1662,32.3483,52.3757,10.4641
1264,1,6.4763,12.8942,-0.0006,0.0007,7.2226,7.2226,27.8791,40.9713,7.7724
1265,1,6.5987,12.8951,0.0011,-0.0002,7.2967,7.2967,27.3241,41.8161,7.4661
1266,1,6.6762,12.8944,0.0007,0.0017,5.5367,5.5367,22.5193,24.0760,5.0712
1267,1,7.2342,12.8975,-0.0012,-0.0004,8.3292,8.3292,32.4377,54.4878,10.5220
1334,1,5.6131,12.8615,-0.0008,0.0009,5.7276,5.7276,24.0915,25.7655,5.8040
1335,1,5.8224,12.8628,0.0001,-0.0016,7.4426,7.4426,32.5025,43.5057,10.5641
1336,1,6.8097,12.8662,0.0020,-0.0003,4.1484,4.1484,17.1577,13.5162,2.9439
1337,1,7.0202,12.8669,-0.0002,-0.0015,7.5858,7.5858,28.5361,45.1953,8.1431
1341,1,7.2723,12.8575,0.0005,0.0016,5.4879,5.4879,21.8404,23.6536,4.7700
1342,1,7.4734,12.8587,0.0001,0.0036,1.6398,1.6398,6.9809,2.1119,0.4873
1342,2,7.4734,12.8587,-0.0026,0.0002,5.3389,5.3389,22.7282,22.3865,5.1657
1343,1,6.0378,12.8529,0.0005,-0.0013,4.1484,4.1484,17.2133,13.5164,2.9630
1344,1,6.2375,12.8549,0.0001,-0.0015,7.4426,7.4426,28.5799,43.5055,8.1681
1345,1,6.4376,12.8551,0.0005,0.0007,5.6805,5.6805,22.2865,25.3431,4.9669
1346,1,6.6378,12.8567,-0.0010,-0.0007,5.2883,5.2883,20.6793,21.9641,4.2763
1347,1,7.6742,12.8592,0.0021,0.0013,5.5850,5.5850,24.8796,24.4983,6.1899
1388,1,5.3876,12.8376,-0.0003,-0.0015,4.6381,4.6381,20.0704,16.8954,4.0282
1389,1,7.7744,12.8377,-0.0012,0.0006,5.6805,5.6805,24.9740,25.3431,6.2370
1391,1,6.1373,12.8318,0.0004,0.0011,7.1853,7.1853,28.0400,40.5490,7.8624
1392,1,6.3375,12.8327,-0.0017,0.0004,9.6178,9.6178,39.3643,72.6501,15.4955
