Centre_X,Centre_Y,Diameter_Stdev
-2.2099,141.4770,0.9630
144.0295,5.0743,2.0430
-15.9621,5.1239,0.4270
-143.9555,-2.6312,0.5650
11.4601,-10.4688,0.4750
2.2796,-139.0345,0.4890
