Centre_X,Centre_Y,LargestVoidDiameterPercent
-2.2099,141.4770,0.0000
144.0295,5.0743,8.1323
-15.9621,5.1239,0.0000
-143.9555,-2.6312,0.0000
11.4601,-10.4688,0.0000
2.2796,-139.0345,0.0000
