Centre_X,Centre_Y,Diameter_Max
-2.2099,141.4770,87.7629
144.0295,5.0743,97.5870
-15.9621,5.1239,86.4629
-143.9555,-2.6312,87.8835
11.4601,-10.4688,86.3073
2.2796,-139.0345,87.0264
