Centre_X,Centre_Y,Roundness_Min
-2.2099,141.4770,95.8548
144.0295,5.0743,94.0990
-15.9621,5.1239,95.4120
-143.9555,-2.6312,95.4103
11.4601,-10.4688,95.4210
2.2796,-139.0345,95.0016
