Centre_X,Centre_Y,Diameter_Min
-2.2099,141.4770,83.4371
144.0295,5.0743,83.9967
-15.9621,5.1239,83.7490
-143.9555,-2.6312,85.1670
11.4601,-10.4688,83.5152
2.2796,-139.0345,83.6273
