Centre_X,Centre_Y,Diameter_Avg
-2.2099,141.4770,85.2280
144.0295,5.0743,86.5670
-15.9621,5.1239,85.0580
-143.9555,-2.6312,86.4310
11.4601,-10.4688,84.8060
2.2796,-139.0345,85.2400
