Centre_X,Centre_Y,Diameter_Stdev
-2.2109,141.4820,0.9340
144.0290,5.0809,2.0350
-15.9620,5.1289,0.4200
-143.9555,-2.6275,0.5640
11.4601,-10.4641,0.4730
2.2801,-139.0290,9.4910
