Centre_X,Centre_Y,Diameter_Max
-2.2109,141.4820,87.7675
144.0290,5.0809,97.4366
-15.9620,5.1289,86.6135
-143.9555,-2.6275,87.8279
11.4601,-10.4641,86.2931
2.2801,-139.0290,86.2931
