Centre_X,Centre_Y,Roundness_Min
-2.2109,141.4820,95.5284
144.0290,5.0809,93.4334
-15.9620,5.1289,95.3888
-143.9555,-2.6275,95.3076
11.4601,-10.4641,95.5075
2.2801,-139.0290,62.3402
