Centre_X,Centre_Y,Diameter_Stdev
-2.1749,141.4435,0.9470
144.0650,5.0442,1.9930
-15.9253,5.0909,0.4480
-143.9175,-2.6661,0.5220
11.4979,-10.5007,0.4610
2.3193,-139.0670,0.4860
