Centre_X,Centre_Y,Diameter_Max
-2.1749,141.4435,87.9950
144.0650,5.0442,96.6815
-15.9253,5.0909,86.5286
-143.9175,-2.6661,88.0079
11.4979,-10.5007,86.2709
2.3193,-139.0670,86.7291
