Centre_X,Centre_Y,Diameter_Avg
-2.1749,141.4435,85.4170
144.0650,5.0442,86.6200
-15.9253,5.0909,85.2620
-143.9175,-2.6661,86.5170
11.4979,-10.5007,84.9010
2.3193,-139.0670,85.2990
