Centre_X,Centre_Y,Diameter_Min
-2.1749,141.4435,83.5368
144.0650,5.0442,83.8840
-15.9253,5.0909,84.0189
-143.9175,-2.6661,85.4621
11.4979,-10.5007,83.7173
2.3193,-139.0670,84.0638
