Centre_X,Centre_Y,Roundness_Min
-2.1749,141.4435,95.9166
144.0650,5.0442,95.4735
-15.9253,5.0909,95.0862
-143.9175,-2.6661,94.9289
11.4979,-10.5007,95.3341
2.3193,-139.0670,94.7571
