Centre_X,Centre_Y,VoidNumberTotal
-2.2127,141.4775,0.0000
144.0290,5.0783,0.0000
-15.9630,5.1252,0.0000
-143.9560,-2.6315,0.0000
11.4600,-10.4672,0.0000
2.2811,-139.0325,0.0000
