Centre_X,Centre_Y,Roundness_Min
-2.2127,141.4775,95.7450
144.0290,5.0783,94.0350
-15.9630,5.1252,95.4232
-143.9560,-2.6315,95.2416
11.4600,-10.4672,95.4307
2.2811,-139.0325,59.1087
