Centre_X,Centre_Y,Diameter_Stdev
-2.2127,141.4775,0.9370
144.0290,5.0783,2.2310
-15.9630,5.1252,0.4330
-143.9560,-2.6315,0.5770
11.4600,-10.4672,0.4760
2.2811,-139.0325,7.0260
