Centre_X,Centre_Y,VoidNumberTotal
-6.3354,125.2680,0.0000
6.5881,12.3006,0.0000
-135.6910,-3.8236,0.0000
-6.3484,-3.8367,0.0000
135.9320,-3.8530,0.0000
6.5728,-132.9440,0.0000
