Centre_X,Centre_Y,Diameter_Avg
-6.3354,125.2680,25.4230
6.5881,12.3006,25.5590
-135.6910,-3.8236,25.4510
-6.3484,-3.8367,25.6700
135.9320,-3.8530,25.1430
6.5728,-132.9440,25.2920
