Centre_X,Centre_Y,Diameter_Stdev
-6.3354,125.2680,0.1510
6.5881,12.3006,0.2070
-135.6910,-3.8236,0.1950
-6.3484,-3.8367,0.1480
135.9320,-3.8530,0.2150
6.5728,-132.9440,0.2220
