Centre_X,Centre_Y,LargestVoidPercent
-6.3334,125.2650,16.1330
6.5932,12.2976,0.3790
-135.6860,-3.8292,0.0000
-6.3432,-3.8398,0.8070
135.9370,-3.8531,0.0000
6.5805,-132.9470,0.3520
