Centre_X,Centre_Y,LargestVoidArea
-6.3334,125.2650,71.1834
6.5932,12.2976,1.3477
-135.6860,-3.8292,0.0000
-6.3432,-3.8398,2.6954
135.9370,-3.8531,0.0000
6.5805,-132.9470,1.2252
