Centre_X,Centre_Y,Diameter_Min
-6.3334,125.2650,21.8197
6.5932,12.2976,19.9094
-135.6860,-3.8292,20.1857
-6.3432,-3.8398,20.1625
135.9370,-3.8531,19.9564
6.5805,-132.9470,19.6293
