Centre_X,Centre_Y,LargestVoidDiameterPercent
-6.3334,125.2650,40.1659
6.5932,12.2976,6.1567
-135.6860,-3.8292,0.0000
-6.3432,-3.8398,8.9836
135.9370,-3.8531,0.0000
6.5805,-132.9470,5.9329
