Centre_X,Centre_Y,Diameter_Max
-6.3334,125.2650,27.3638
6.5932,12.2976,23.7996
-135.6860,-3.8292,23.1483
-6.3432,-3.8398,23.6187
135.9370,-3.8531,23.5558
6.5805,-132.9470,23.5426
