Centre_X,Centre_Y,VoidNumberTotal
-6.3334,125.2650,510.0000
6.5932,12.2976,2.0000
-135.6860,-3.8292,0.0000
-6.3432,-3.8398,3.0000
135.9370,-3.8531,0.0000
6.5805,-132.9470,2.0000
