Centre_X,Centre_Y,Diameter_Stdev
-6.3182,125.2340,0.6780
6.6055,12.2678,0.6950
-135.6730,-3.8569,0.6050
-6.3311,-3.8700,0.6540
135.9485,-3.8861,0.6630
6.5902,-132.9770,0.6630
