Centre_X,Centre_Y,VoidNumberTotal
-6.3182,125.2340,0.0000
6.6055,12.2678,0.0000
-135.6730,-3.8569,0.0000
-6.3311,-3.8700,0.0000
135.9485,-3.8861,1.0000
6.5902,-132.9770,0.0000
