Centre_X,Centre_Y,Diameter_Avg
-6.3182,125.2340,20.2520
6.6055,12.2678,20.6020
-135.6730,-3.8569,20.2650
-6.3311,-3.8700,20.5450
135.9485,-3.8861,20.5640
6.5902,-132.9770,20.5850
